Player_A,Player_B,Team,Minutes_Together,Net_Rating
R. O'Neale,L. Walker IV,BKN,123.496667,5.666666666666667
J. Landale,J. Smith Jr.,HOU,123.388334,0.0
Q. Grimes,P. Achiuwa,NYK,123.076667,6.75
T. Brown Jr.,J. Wiseman,DET,123.014999,-10.666666666666666
D. McDermott,K. Johnson,SAS,122.891667,-2.0
T. Brown Jr.,M. Sasser,DET,122.75,-17.6
B. Lopez,C. Payne,MIL,122.71333299999999,1.6666666666666667
K. Love,B. Adebayo,MIA,122.63166700000001,4.8
T. Lyles,A. Vezenkov,SAC,122.55666599999999,5.333333333333333
J. Tate,T. Eason,HOU,122.33500000000001,11.6
P. Beverley,M. Beasley,MIL,122.14,-4.0
J. Hayes,M. Christie,LAL,122.09,-11.333333333333334
O. Anunoby,P. Achiuwa,NYK,122.078333,16.5
F. VanVleet,C. Whitmore,HOU,121.648333,8.428571428571429
L. Nance Jr.,J. Hawkins,NOP,121.638334,1.0
M. Smart,Z. Williams,MEM,121.253333,-9.666666666666666
M. Turner,J. Smith,IND,121.151667,5.2
N. Marshall,H. Jones,NOP,121.08333300000001,6.5
D. Saric,M. Moody,GSW,121.038333,-3.25
K. Williams,C. Holmgren,OKC,120.696666,-4.166666666666667
M. Morris Sr.,K. Oubre Jr.,PHI,120.418332,0.0
T. Horton-Tucker,S. Fontecchio,UTA,120.39666700000001,6.666666666666667
G. Harris,A. Black,ORL,119.421667,-10.333333333333334
Z. Williams,V. Williams Jr.,MEM,119.353334,-2.5
B. Wesley,V. Wembanyama,SAS,119.063334,-4.75
A. Burks,M. McBride,NYK,119.001667,-5.75
S. Pippen Jr.,T. Jemison,MEM,118.883333,1.6666666666666667
D. Ayton,S. Mays,POR,118.616667,-8.333333333333334
B. Wesley,J. Sochan,SAS,118.441667,-5.6
D. Wright,D. Avdija,WAS,118.131667,1.2
L. Kennard,G. Jackson,MEM,118.118332,-1.625
K. Olynyk,J. Freeman-Liberty,TOR,118.033333,-7.2
C. Boucher,M. Flynn,TOR,117.843333,-1.1666666666666667
C. Paul,G. Payton II,GSW,117.748333,-1.0
I. Livers,J. Duren,DET,117.711667,-14.0
J. Ingles,W. Carter Jr.,ORL,117.67333400000001,2.0
N. Batum,C. Payne,PHI,117.333333,0.0
D. Banton,T. Camara,POR,117.24,-3.75
R. Holmes,C. Kispert,WAS,117.0,-3.75
B. Bogdanovic,K. Knox II,DET,116.95666600000001,-6.5
T. Prince,J. Vanderbilt,LAL,116.421667,-1.2
T. McConnell,M. Turner,IND,116.14,-1.375
I. Smith,B. McGowens,CHA,115.903335,-12.0
D. Saric,K. Looney,GSW,115.793334,-5.75
C. Wood,M. Christie,LAL,115.388333,0.0
T. Rozier,L. Ball,CHA,115.261667,-9.666666666666666
K. Durant,N. Little,PHX,114.715,-3.0
C. Metu,M. Sasser,DET,114.268333,-4.4
C. Okeke,P. Banchero,ORL,113.943333,-2.5
C. Capela,G. Mathews,ATL,113.716667,0.8
V. Micic,J. Williams,OKC,113.55,10.25
V. Micic,C. Holmgren,OKC,113.55,10.25
C. Payne,M. Beasley,MIL,113.533334,3.4
J. Isaac,A. Black,ORL,113.303334,15.5
A. Simons,D. Banton,POR,113.056667,-2.5
B. Hield,P. Siakam,IND,112.941667,7.333333333333333
C. White,D. Terry,CHI,112.85000099999999,5.428571428571429
B. Hield,K. Martin,PHI,112.833334,4.4
E. Gordon,K. Bates-Diop,PHX,112.811667,9.5
K. Towns,S. Milton,MIN,112.571667,3.2
D. Smith Jr.,D. Sharpe,BKN,112.371667,2.0
A. Coffey,B. Hyland,LAC,112.263333,-3.5
D. Finney-Smith,L. Walker IV,BKN,112.258334,5.166666666666667
P. Tucker,P. George,LAC,111.61666699999999,4.0
T. Rozier,C. Martin,CHA,111.55166700000001,-6.5
J. Alvarado,J. Hawkins,NOP,111.526666,4.833333333333333
P. Siakam,J. Smith,IND,111.15,4.4
C. Sexton,O. Agbaji,UTA,110.958332,1.5
M. Conley,T. Brown Jr.,MIN,110.81,17.75
M. Morris,N. Reid,MIN,110.808333,10.5
B. Bogdanovic,J. Sims,NYK,110.750001,-2.6
T. Hardaway Jr.,J. Hardy,DAL,110.52,1.4285714285714286
D. Exum,M. Kleber,DAL,110.286668,11.8
L. Shamet,D. Avdija,WAS,110.193334,7.4
D. Banton,R. Rupert,POR,109.921667,-14.2
A. Sengun,T. Eason,HOU,109.901667,6.4
J. Holiday,Z. Nnaji,DEN,109.82,-7.666666666666667
M. Moody,T. Jackson-Davis,GSW,109.738333,1.0
J. Collins,B. Sensabaugh,UTA,109.599999,-2.6666666666666665
J. Vanderbilt,M. Christie,LAL,109.525,4.8
X. Tillman,Z. Williams,MEM,109.311667,1.0
D. Jordan,J. Murray,DEN,109.28666600000001,-8.0
A. Burks,A. Thompson,DET,109.166668,0.2857142857142857
D. Wade,E. Mobley,CLE,107.70833300000001,-2.25
R. Barrett,G. Dick,TOR,107.653333,-7.25
J. Randle,J. Sims,NYK,107.616667,-5.333333333333333
B. Beal,J. Okogie,PHX,107.458333,-2.0
G. Mathews,V. Krejci,ATL,106.88333300000001,7.0
M. Smart,X. Tillman,MEM,106.838334,-4.0
P. Siakam,I. Quickley,TOR,106.671667,5.25
T. Harris,C. Payne,PHI,106.626666,-3.5
C. Kispert,P. Baldwin Jr.,WAS,106.536667,4.6
S. Mays,S. Sharpe,POR,106.451667,-3.5
J. Vanderbilt,R. Hachimura,LAL,106.338333,8.6
Z. Williams,S. Aldama,MEM,106.336667,-2.4
J. Clarkson,K. Dunn,UTA,106.253333,-1.0
L. Walker IV,C. Thomas,BKN,106.106666,2.2
I. Livers,C. Cunningham,DET,106.090001,-12.0
E. Fournier,J. Wiseman,DET,105.983333,-2.857142857142857
K. Love,H. Highsmith,MIA,105.946668,9.166666666666666
M. Muscala,C. Kispert,WAS,105.625,-1.75
D. McDermott,D. Vassell,SAS,105.396666,6.6
J. Randle,M. McBride,NYK,105.38166700000001,-0.75
C. Metu,J. Wiseman,DET,105.32000000000001,-4.2
L. Walker IV,N. Claxton,BKN,105.295,0.3333333333333333
A. Simons,S. Sharpe,POR,105.145001,-1.0
S. Mykhailiuk,P. Pritchard,BOS,104.983333,16.4
S. Mykhailiuk,S. Hauser,BOS,104.983333,16.4
R. Barrett,O. Agbaji,TOR,104.763333,4.0
J. Alvarado,D. Daniels,NOP,104.743332,11.333333333333334
O. Yurtseven,S. Fontecchio,UTA,104.00666700000001,-7.25
S. Curry,G. Williams,CHA,103.72833299999999,6.0
T. Bryant,J. Jaquez Jr.,MIA,103.643333,-0.2857142857142857
N. Vucevic,J. Green,CHI,103.561666,-1.3333333333333333
D. DeRozan,J. Green,CHI,103.561666,-1.3333333333333333
I. Jackson,B. Sheppard,IND,103.54,7.25
D. Bane,V. Williams Jr.,MEM,103.439999,0.6
I. Stewart,S. Fontecchio,DET,103.28,11.0
M. Morris,N. Alexander-Walker,MIN,103.063334,5.5
Z. LaVine,A. Dosunmu,CHI,102.92500000000001,4.0
O. Yurtseven,T. Hendricks,UTA,102.733333,-12.666666666666666
K. Lowry,P. Reed,PHI,102.67,-1.5
K. Durant,J. Goodwin,PHX,102.496667,2.3333333333333335
S. Dinwiddie,J. Hayes,LAL,102.468332,3.4
R. Holmes,K. Kuzma,WAS,101.69166700000001,3.75
J. Jackson Jr.,S. Pippen Jr.,MEM,101.65,-6.4
D. McDermott,C. Osman,SAS,101.624999,-4.4
T. Bryant,D. Robinson,MIA,101.409999,2.8333333333333335
B. Brown,I. Quickley,TOR,101.36500000000001,-16.75
B. Portis,A. Jackson Jr.,MIL,101.315001,-2.25
C. Okeke,J. Suggs,ORL,101.093333,-6.0
A. Gordon,P. Watson,DEN,101.08,-2.8333333333333335
J. McGee,T. Lyles,SAC,100.475,2.5
C. Metu,J. Ivey,DET,100.435,-5.25
A. Burks,P. Achiuwa,NYK,100.426666,-6.75
K. Johnson,J. Champagnie,SAS,100.306667,6.5
K. Durant,K. Bates-Diop,PHX,100.265,9.0
W. Matthews,O. Okongwu,ATL,99.80499999999999,2.3333333333333335
K. Thompson,G. Payton II,GSW,99.785,6.6
K. Anderson,M. Morris,MIN,99.416667,5.333333333333333
T. Harris,R. Covington,PHI,99.335,2.0
B. Bogdanovic,I. Livers,DET,99.261667,-14.0
G. Trent Jr.,J. Freeman-Liberty,TOR,99.133333,-5.0
B. Biyombo,S. Aldama,MEM,98.88333300000001,-3.0
P. Reed,K. Martin,PHI,98.831667,5.0
P. George,B. Hyland,LAC,98.831666,11.5
G. Bitadze,C. Anthony,ORL,98.748333,6.5
J. Holiday,K. Caldwell-Pope,DEN,98.736667,14.5
B. Bogdanovic,A. Thompson,DET,98.510001,-14.5
I. Joe,J. Giddey,OKC,98.501666,14.0
D. Bertans,A. Pokusevski,CHA,98.30000000000001,-17.0
T. Brown Jr.,N. Alexander-Walker,MIN,98.086667,5.333333333333333
M. Muscala,D. Avdija,WAS,98.076667,-14.666666666666666
W. Matthews,S. Bey,ATL,98.05499999999999,-5.666666666666667
J. Duren,M. Sasser,DET,97.633333,-6.0
W. Matthews,T. Young,ATL,97.588334,-0.3333333333333333
K. Leonard,B. Hyland,LAC,97.446666,7.5
G. Hayward,I. Joe,OKC,96.91499999999999,1.8
D. Booker,K. Bates-Diop,PHX,96.7,6.0
I. Livers,J. Ivey,DET,96.516667,-8.666666666666666
M. Bagley III,J. Ivey,DET,96.411667,-2.75
A. Pokusevski,B. Miller,CHA,96.233334,7.5
R. O'Neale,C. Johnson,BKN,96.083333,0.3333333333333333
P. Mills,J. Butler,MIA,95.973333,20.25
M. Smart,J. Morant,MEM,95.843334,-4.0
C. McCollum,J. Alvarado,NOP,95.783333,10.4
V. Micic,C. Wallace,OKC,95.583333,7.0
W. Kessler,B. Sensabaugh,UTA,95.563333,-14.75
B. Beal,B. Bol,PHX,95.378333,5.6
J. Butler,O. Robinson,MIA,95.35000000000001,3.0
C. Payne,M. Beauchamp,MIL,95.266667,4.75
C. Boucher,G. Trent Jr.,TOR,95.26,-2.2
J. Grant,K. Murray,POR,95.25666600000001,0.0
K. Irving,J. Hardy,DAL,95.22,3.5
J. Sochan,D. Barlow,SAS,94.850001,-3.25
O. Agbaji,J. Freeman-Liberty,TOR,94.833333,-5.5
C. Osman,J. Sochan,SAS,94.64666700000001,-9.666666666666666
P. Siakam,R. Barrett,TOR,94.433334,3.6666666666666665
M. Strus,C. Porter Jr.,CLE,94.268333,6.333333333333333
M. Morris Sr.,T. Harris,PHI,94.198333,-5.75
O. Anunoby,M. McBride,NYK,94.05000000000001,5.666666666666667
O. Agbaji,S. Fontecchio,UTA,93.903333,-15.0
C. Houstan,A. Black,ORL,93.885,-3.6666666666666665
N. Queta,P. Pritchard,BOS,93.768334,4.4
N. Queta,S. Hauser,BOS,93.768334,4.4
J. Butler,T. Bryant,MIA,93.671666,5.166666666666667
K. Towns,J. McLaughlin,MIN,93.360001,7.25
T. Young,I. Quickley,TOR,93.293334,0.0
M. Bridges,N. Smith Jr.,CHA,93.116666,-7.6
J. Isaac,P. Banchero,ORL,93.01,4.75
J. Allen,C. Porter Jr.,CLE,92.991667,2.3333333333333335
L. Samanic,K. George,UTA,92.973333,5.5
D. Green,G. Payton II,GSW,92.736666,11.4
T. Brown Jr.,C. Metu,DET,92.5,-5.666666666666667
L. Samanic,O. Yurtseven,UTA,92.34,-1.0
A. Burks,J. Ivey,DET,92.315,2.0
J. Ingles,G. Bitadze,ORL,92.25,9.75
T. Young,G. Trent Jr.,TOR,92.135001,-8.0
J. Ivey,T. Evbuomwan,DET,92.033334,-12.0
D. Saric,T. Jackson-Davis,GSW,91.996667,2.0
B. Lopez,M. Beauchamp,MIL,91.91499999999999,10.0
T. Maxey,K. Martin,PHI,91.900001,2.5
P. Beverley,K. Middleton,MIL,91.468334,1.0
T. Lyles,K. Ellis,SAC,91.36,2.5
C. Wood,J. Vanderbilt,LAL,91.17999999999999,4.5
P. Mills,N. Jovic,MIA,90.765,14.75
S. Curry,T. Mann,CHA,90.661667,1.6666666666666667
K. Williams,A. Wiggins,OKC,90.636667,-4.333333333333333
T. Young,R. Barrett,TOR,90.25666700000001,-1.75
W. Carter Jr.,C. Houstan,ORL,90.08333400000001,7.5
V. Williams Jr.,J. Gilyard,MEM,90.068333,-2.0
J. Freeman-Liberty,G. Dick,TOR,89.95,-11.666666666666666
J. Collins,O. Yurtseven,UTA,89.9,-14.333333333333334
T. Young,D. Schroder,TOR,89.701667,0.5
K. Williams,J. Giddey,OKC,89.65,-2.0
B. Biyombo,J. Morant,MEM,89.59,5.5
D. Exum,G. Williams,DAL,89.515,3.5
T. Craig,P. Williams,CHI,89.406667,1.25
J. Goodwin,J. LaRavia,MEM,89.371667,5.5
A. Burks,M. Sasser,DET,89.348334,2.8
K. Knox II,C. Cunningham,DET,89.323333,5.0
B. Biyombo,V. Williams Jr.,MEM,89.306666,1.0
D. McDermott,T. McConnell,IND,89.261667,28.5
D. McDermott,B. Sheppard,IND,89.261667,28.5
D. McDermott,O. Toppin,IND,89.261667,28.5
C. LeVert,C. Porter Jr.,CLE,89.15,10.25
R. Holmes,D. Avdija,WAS,89.093333,0.6666666666666666
D. Booker,C. Metu,PHX,88.693333,-1.5
R. Rupert,D. Reath,POR,88.56,-5.25
S. Aldama,S. Pippen Jr.,MEM,88.55,-5.25
J. Wiseman,A. Thompson,DET,88.46,-2.6
D. Gallinari,J. Poole,WAS,88.345,-11.25
B. Brown,R. Barrett,TOR,88.113333,-12.75
M. Bridges,J. Wilson,BKN,88.003334,-6.4
J. McLaughlin,J. McDaniels,MIN,87.958334,3.8
C. Johnson,D. Sharpe,BKN,87.733333,21.5
D. Gallinari,D. Avdija,WAS,87.476667,-0.5
S. Mamukelashvili,J. Champagnie,SAS,87.33500000000001,2.75
S. Aldama,J. Goodwin,MEM,87.316667,-4.2
A. Nesmith,I. Jackson,IND,86.753333,2.5
C. White,J. Green,CHI,86.628333,-6.0
D. Exum,D. Gafford,DAL,86.496667,0.25
G. Hayward,L. Dort,OKC,86.481667,-0.2
Z. Nnaji,J. Strawther,DEN,86.375,-29.0
G. Hayward,J. Williams,OKC,86.148333,-10.75
I. Smith,T. Rozier,CHA,85.855,-10.2
B. Brown,J. Smith,IND,85.651667,5.75
S. Mays,T. Camara,POR,85.35,-7.0
P. Connaughton,A. Jackson Jr.,MIL,85.323334,-4.666666666666667
D. Jordan,J. Strawther,DEN,85.278333,4.666666666666667
C. Kispert,J. Davis,WAS,85.201667,-13.0
L. Walker IV,D. Sharpe,BKN,85.186667,6.8
J. Williams,J. Williams,OKC,85.113333,-2.75
M. Muscala,B. Coulibaly,WAS,85.091667,-3.6666666666666665
A. Caruso,D. Terry,CHI,84.746667,5.666666666666667
A. Burks,J. Wiseman,DET,84.561667,-3.0
J. Thor,B. Miller,CHA,84.538334,-2.75
S. Merrill,E. Mobley,CLE,84.398333,-3.6
R. Covington,D. Melton,PHI,84.218333,-6.5
C. Boucher,P. Achiuwa,TOR,84.016667,-2.0
M. Wagner,J. Suggs,ORL,83.886667,-2.0
A. Caruso,J. Green,CHI,83.828333,4.5
T. Bryant,T. Herro,MIA,83.588333,-2.0
K. Lowry,N. Jovic,MIA,82.9,11.5
D. Brooks,T. Eason,HOU,82.823334,-4.666666666666667
M. Ryan,J. Hawkins,NOP,82.599999,6.5
C. Paul,D. Šarić,GSW,82.508333,2.25
E. Gordon,B. Bol,PHX,82.44500000000001,8.75
M. Bagley III,K. Hayes,DET,82.206667,-5.5
P. Mills,O. Okongwu,ATL,82.150001,-9.4
S. Sharpe,D. Reath,POR,82.128334,6.0
J. Landale,C. Whitmore,HOU,82.023333,7.8
D. Avdija,P. Baldwin Jr.,WAS,81.753334,9.0
M. Thybulle,K. Murray,POR,81.723334,1.75
B. Beal,K. Bates-Diop,PHX,80.938333,8.0
J. McGee,A. Vezenkov,SAC,80.82333299999999,8.0
D. Eubanks,J. Goodwin,PHX,80.75,2.0
K. Love,T. Herro,MIA,80.713334,3.25
K. Lowry,B. Hield,PHI,80.671667,3.0
C. Cunningham,M. Sasser,DET,80.516666,-0.6
D. Brooks,J. Tate,HOU,80.408333,-0.6666666666666666
J. Isaac,J. Suggs,ORL,80.398333,4.666666666666667
A. Burks,K. Knox II,DET,80.17833399999999,0.4
J. Konchar,D. Roddy,MEM,80.016667,-3.4
B. Miller,N. Smith Jr.,CHA,79.933333,-5.0
G. Hayward,C. Holmgren,OKC,79.886667,-4.0
L. Kennard,D. Bane,MEM,79.88499900000001,1.0
A. Burks,J. Sims,NYK,79.8,-2.3333333333333335
K. Oubre Jr.,K. Martin,PHI,79.686667,0.6666666666666666
M. Beasley,A. Jackson Jr.,MIL,79.418333,-13.333333333333334
D. Mitchell,K. Ellis,SAC,79.35,6.75
J. Nurkic,N. Little,PHX,79.3,-9.333333333333334
J. Tatum,O. Brissett,BOS,78.958333,8.4
G. Payton II,M. Moody,GSW,78.89,-11.5
L. Kornet,O. Brissett,BOS,78.801667,8.25
K. Middleton,P. Connaughton,MIL,78.596666,-2.0
C. Duarte,D. Mitchell,SAC,78.378333,-9.25
J. LaRavia,T. Jemison,MEM,78.316667,3.0
L. Ball,T. Maledon,CHA,78.233334,-6.75
K. Lowry,O. Robinson,MIA,78.183333,2.0
B. Wesley,D. Barlow,SAS,78.181666,-5.0
L. Samanic,T. Hendricks,UTA,78.106666,3.0
B. Hield,M. Bamba,PHI,77.951667,6.0
N. Powell,B. Hyland,LAC,77.899999,5.25
A. Burks,J. Duren,DET,77.796667,0.0
A. Burks,C. Cunningham,DET,77.796667,0.0
T. Maledon,N. Richards,CHA,77.655001,-9.5
B. Boston Jr.,K. Brown,LAC,77.58333400000001,-17.75
D. Theis,B. Hyland,LAC,77.248333,-5.75
G. Hayward,C. Wallace,OKC,77.188333,0.0
A. Gill,J. Davis,WAS,77.183334,12.666666666666666
S. Milton,N. Alexander-Walker,MIN,77.028333,2.6666666666666665
M. Kleber,D. Lively II,DAL,76.968334,5.5
A. Coffey,K. Brown,LAC,76.915001,-10.0
J. Konchar,G. Jackson,MEM,76.904999,2.2
K. Dunn,B. Sensabaugh,UTA,76.896666,-9.0
P. Mills,T. Rozier,MIA,76.636666,12.25
P. Siakam,B. Sheppard,IND,76.46,6.333333333333333
G. Payton II,B. Podziemski,GSW,76.268333,7.0
I. Zubac,B. Hyland,LAC,76.148333,10.0
R. Gobert,S. Milton,MIN,76.055,-6.5
T. Brown Jr.,T. Evbuomwan,DET,75.966667,-13.0
A. Burks,B. Bogdanovic,DET,75.943334,-9.333333333333334
N. Batum,P. Beverley,PHI,75.828333,3.0
P. Beverley,D. Melton,PHI,75.55166700000001,1.75
L. Kennard,T. Jemison,MEM,75.466666,-0.6
N. Batum,M. Morris Sr.,PHI,75.298333,-3.25
C. Joseph,J. Kuminga,GSW,75.19999899999999,9.333333333333334
K. Thompson,C. Joseph,GSW,75.19999899999999,9.333333333333334
C. Joseph,B. Podziemski,GSW,75.19999899999999,9.333333333333334
J. Poole,J. Davis,WAS,74.985,-11.25
N. Richards,N. Smith Jr.,CHA,74.883333,-2.25
D. Jordan,M. Porter Jr.,DEN,74.803333,-1.75
N. Powell,K. Brown,LAC,74.786666,0.3333333333333333
R. Westbrook,K. Brown,LAC,74.786666,0.3333333333333333
D. McDermott,J. Sochan,SAS,74.67999999999999,5.0
R. Gobert,M. Morris,MIN,74.425,3.3333333333333335
A. Coffey,B. Boston Jr.,LAC,74.416667,-13.5
A. Sengun,C. Whitmore,HOU,74.326667,7.666666666666667
L. Kornet,S. Mykhailiuk,BOS,74.16666599999999,22.333333333333332
B. Fernando,V. Krejci,ATL,74.13333300000001,3.5
S. Curry,B. Miller,CHA,73.283333,7.0
W. Matthews,D. Murray,ATL,73.216666,-6.75
D. Avdija,A. Gill,WAS,73.1,2.75
D. Gallinari,K. Kuzma,WAS,73.1,-7.25
A. Gill,C. Kispert,WAS,73.1,2.75
S. Pippen Jr.,J. Goodwin,MEM,73.066667,2.0
J. Smith Jr.,T. Eason,HOU,72.978334,-2.6666666666666665
T. Brown Jr.,N. Reid,MIN,72.916667,0.75
T. Jones,S. Mamukelashvili,SAS,72.55166700000001,2.6666666666666665
S. Mamukelashvili,V. Wembanyama,SAS,72.55166700000001,2.6666666666666665
Y. Watanabe,D. Eubanks,PHX,72.519999,0.5
T. Brown Jr.,J. Duren,DET,72.483334,-12.0
D. Jordan,J. Holiday,DEN,72.358334,2.5
D. Schroder,P. Achiuwa,TOR,72.35,-1.25
J. Walker,B. Sheppard,IND,72.341667,15.0
T. McConnell,J. Walker,IND,72.341667,15.0
S. Dinwiddie,L. Walker IV,BKN,72.225,10.25
P. Beverley,J. Crowder,MIL,72.143333,2.3333333333333335
T. Bryant,C. Martin,MIA,71.879999,2.8
T. Jones,D. Barlow,SAS,71.83333400000001,-2.0
D. Schröder,M. Bridges,BKN,71.77,-2.6666666666666665
D. Schröder,N. Claxton,BKN,71.77,-2.6666666666666665
D. Schröder,D. Finney-Smith,BKN,71.77,-2.6666666666666665
C. Cunningham,T. Evbuomwan,DET,71.65,-3.5
B. Fernando,T. Young,ATL,71.566667,-6.25
B. Hyland,K. Brown,LAC,71.448334,-13.5
J. Carter,D. Terry,CHI,71.435,3.0
C. Osman,D. Barlow,SAS,71.414999,-5.75
S. Curry,M. Bridges,CHA,71.345,1.6666666666666667
B. Biyombo,D. Roddy,MEM,71.336666,1.0
T. Prince,G. Vincent,LAL,71.331667,8.0
C. Wood,J. Hayes,LAL,71.308333,-5.25
S. Aldama,J. Gilyard,MEM,71.216666,-3.6666666666666665
J. Duren,T. Evbuomwan,DET,71.183334,-10.25
A. Len,K. Murray,SAC,71.04166599999999,10.75
B. Bogdanovic,I. Hartenstein,NYK,71.036667,-8.0
J. Ingles,C. Houstan,ORL,70.933333,-1.0
R. Covington,P. Reed,PHI,70.92833300000001,6.0
D. Rose,D. Roddy,MEM,70.91666599999999,-2.6666666666666665
D. Rose,D. Bane,MEM,70.91666599999999,-2.6666666666666665
B. Fernando,T. Forrest,ATL,70.858334,8.0
D. Russell,G. Vincent,LAL,70.581667,10.75
K. Knox II,K. Hayes,DET,70.503333,-5.333333333333333
C. Thomas,N. Clowney,BKN,70.281666,-2.25
J. Konchar,D. Bane,MEM,70.266666,0.75
M. Porter Jr.,Z. Nnaji,DEN,70.191666,2.0
C. Capela,O. Okongwu,ATL,70.15,9.0
T. Gibson,J. Hart,NYK,70.101666,-2.0
K. Hayes,I. Livers,DET,69.993333,-12.0
T. Horton-Tucker,O. Agbaji,UTA,69.833333,4.666666666666667
D. Lillard,A. Green,MIL,69.783333,5.75
P. Siakam,M. Flynn,TOR,69.771667,8.5
H. Highsmith,N. Jovic,MIA,69.661666,4.5
G. Hayward,I. Smith,CHA,69.525,-3.0
D. McDermott,Z. Collins,SAS,69.35166699999999,6.0
J. Juzang,T. Hendricks,UTA,69.133333,-4.5
J. Juzang,K. George,UTA,69.133333,-4.5
B. Boston Jr.,B. Hyland,LAC,68.95,-17.0
P. Mills,J. Jaquez Jr.,MIA,68.743333,5.5
J. Walker,T. Camara,POR,68.55499999999999,1.75
D. Powell,J. Hardy,DAL,68.5,-0.8
T. Bryant,H. Highsmith,MIA,68.408333,10.0
T. Murphy III,J. Hawkins,NOP,68.371667,2.2
N. Marshall,D. Daniels,NOP,68.35,10.0
X. Tillman,V. Williams Jr.,MEM,68.331667,3.0
S. Bey,T. Forrest,ATL,68.225,-5.666666666666667
Y. Watanabe,J. Goodwin,PHX,68.158333,-2.25
T. Harris,D. House Jr.,PHI,68.066667,-1.6666666666666667
R. Covington,J. Embiid,PHI,67.895,-13.0
D. Murray,T. Forrest,ATL,67.75,-4.666666666666667
J. McLaughlin,A. Edwards,MIN,67.736667,2.75
P. Mills,B. Bogdanovic,ATL,67.533334,-11.0
B. Mathurin,B. Sheppard,IND,67.52666599999999,-8.333333333333334
T. Haliburton,B. Sheppard,IND,67.48333299999999,-3.0
J. Holiday,N. Queta,BOS,66.966667,6.0
T. Thompson,C. Porter Jr.,CLE,66.776667,20.0
O. Yurtseven,J. Juzang,UTA,66.336667,-6.0
G. Allen,J. Goodwin,PHX,66.073334,1.75
D. Gallinari,L. Shamet,WAS,65.940001,3.3333333333333335
D. Wright,L. Shamet,WAS,65.883333,8.333333333333334
P. Williams,D. Terry,CHI,65.795,-3.5
J. Clarkson,T. Hendricks,UTA,65.714999,-5.6
P. Tucker,R. Westbrook,LAC,65.566667,2.0
P. Tucker,N. Powell,LAC,65.566667,2.0
M. Muscala,D. Wright,WAS,65.55,-5.5
T. Young,B. Brown,TOR,65.19,-1.6666666666666667
C. Okeke,A. Black,ORL,65.033333,-4.75
G. Allen,N. Little,PHX,64.95,-14.5
J. Porter,S. Barnes,TOR,64.83500000000001,-8.333333333333334
K. Thompson,L. Quinones,GSW,64.810001,7.0
L. Quinones,B. Podziemski,GSW,64.810001,7.0
J. Kuminga,L. Quinones,GSW,64.810001,7.0
D. Schroder,G. Dick,TOR,64.745,-10.666666666666666
G. Niang,D. Wade,CLE,64.596666,0.3333333333333333
N. Vucevic,J. Carter,CHI,64.268333,1.75
O. Anunoby,P. Achiuwa,TOR,64.208333,2.6666666666666665
K. Middleton,A. Jackson Jr.,MIL,64.126667,-2.6666666666666665
A. Holiday,J. Landale,HOU,63.863333,3.75
K. Durant,B. Bol,PHX,63.566667,6.666666666666667
K. Knox II,A. Thompson,DET,63.495000999999995,-0.5
P. Tucker,I. Zubac,LAC,63.449999999999996,-3.5
T. Rozier,J. Thor,CHA,63.338334,-7.666666666666667
K. Murray,J. Minaya,POR,62.976667,-1.0
S. Aldama,D. Roddy,MEM,62.849999999999994,-1.0
T. Thompson,D. Garland,CLE,62.743333,-0.4
A. Wiggins,G. Payton II,GSW,62.730000000000004,10.0
S. Pippen Jr.,J. LaRavia,MEM,62.449999999999996,5.5
O. Okongwu,T. Forrest,ATL,62.341667,-6.333333333333333
D. Saric,G. Payton II,GSW,62.285,-17.0
B. Williams,J. Hardy,DAL,62.038334,-8.75
J. Hardy,O. Prosper,DAL,62.038334,-8.75
B. Williams,O. Prosper,DAL,62.038334,-8.75
D. Wade,S. Merrill,CLE,62.038333,1.5
M. Turner,B. Sheppard,IND,61.951667,-9.666666666666666
V. Micic,A. Wiggins,OKC,61.95,19.0
G. Harris,M. Fultz,ORL,61.688333,-10.5
L. Shamet,J. Poole,WAS,61.668333000000004,-8.333333333333334
S. Curry,D. Lively II,DAL,61.633333,5.75
S. Curry,L. Doncic,DAL,61.633333,5.75
R. Hachimura,M. Christie,LAL,61.516667,5.0
D. Roddy,V. Williams Jr.,MEM,61.483334,-9.0
J. Nurkic,B. Bol,PHX,61.216666000000004,0.25
T. Mann,B. Hyland,LAC,60.915000000000006,-3.0
S. Mamukelashvili,M. Branham,SAS,60.833334,11.5
M. Thybulle,S. Mays,POR,60.668334,-9.666666666666666
D. Bane,G. Jackson,MEM,60.649998999999994,-9.666666666666666
M. Conley,S. Milton,MIN,60.616666,-5.333333333333333
B. Bogdanovic,J. Brunson,NYK,60.53,-5.666666666666667
T. Maledon,B. Miller,CHA,60.438334,-7.333333333333333
D. Avdija,J. Davis,WAS,60.418334,-13.0
N. Claxton,J. Wilson,BKN,60.400000000000006,-10.0
D. Jones Jr.,J. Hardy,DAL,60.321667000000005,2.75
J. Crowder,K. Middleton,MIL,60.278334,-16.5
R. Barrett,J. Sims,NYK,60.266667,-28.0
P. Washington,T. Maledon,CHA,60.216667,-4.666666666666667
S. Curry,N. Richards,CHA,60.216667,0.5
I. Okoro,C. Porter Jr.,CLE,60.151667,11.0
D. Wade,C. Porter Jr.,CLE,60.151667,11.0
O. Agbaji,S. Barnes,TOR,60.146667,-19.0
K. Olynyk,S. Barnes,TOR,60.146667,-19.0
