Lineup_Players,Team,Games,Minutes,Plus_Minus,Player_1,Player_2,Player_3,Player_4,Player_5
K. Love - J. Butler - D. Wright - H. Highsmith - J. Jaquez Jr.,MIA,2,14.236667,9.0,K. Love,J. Butler,D. Wright,H. Highsmith,J. Jaquez Jr.
D. Sabonis - D. Fox - M. Monk - D. Mitchell - K. Murray,SAC,6,14.233333,12.0,D. Sabonis,D. Fox,M. Monk,D. Mitchell,K. Murray
B. Bogdanovic - M. Bagley III - K. Hayes - I. Stewart - C. Cunningham,DET,1,14.216667,-9.0,B. Bogdanovic,M. Bagley III,K. Hayes,I. Stewart,C. Cunningham
M. Conley - R. Gobert - K. Towns - T. Brown Jr. - A. Edwards,MIN,5,14.213333,20.0,M. Conley,R. Gobert,K. Towns,T. Brown Jr.,A. Edwards
A. Horford - J. Tatum - O. Brissett - P. Pritchard - S. Hauser,BOS,6,14.205,0.0,A. Horford,J. Tatum,O. Brissett,P. Pritchard,S. Hauser
S. Curry - K. Thompson - D. Green - M. Moody - B. Podziemski,GSW,3,14.201667,9.0,S. Curry,K. Thompson,D. Green,M. Moody,B. Podziemski
K. Durant - B. Beal - R. O'Neale - G. Allen - D. Eubanks,PHX,4,14.2,10.0,K. Durant,B. Beal,R. O'Neale,G. Allen,D. Eubanks
N. Vucevic - C. White - P. Williams - A. Dosunmu - D. Terry,CHI,5,14.2,-4.0,N. Vucevic,C. White,P. Williams,A. Dosunmu,D. Terry
L. Nance Jr. - B. Ingram - H. Jones - T. Murphy III - D. Daniels,NOP,6,14.183333,9.0,L. Nance Jr.,B. Ingram,H. Jones,T. Murphy III,D. Daniels
T. Jones - K. Kuzma - L. Shamet - C. Kispert - B. Coulibaly,WAS,5,14.183333,-3.0,T. Jones,K. Kuzma,L. Shamet,C. Kispert,B. Coulibaly
J. Jackson Jr. - J. Konchar - S. Aldama - J. Goodwin - G. Jackson,MEM,1,14.15,-13.0,J. Jackson Jr.,J. Konchar,S. Aldama,J. Goodwin,G. Jackson
T. Bryant - C. Martin - D. Robinson - J. Jaquez Jr. - J. Cain,MIA,1,14.15,-4.0,T. Bryant,C. Martin,D. Robinson,J. Jaquez Jr.,J. Cain
L. Kennard - J. Jackson Jr. - X. Tillman - D. Bane - V. Williams Jr.,MEM,1,14.133333,-1.0,L. Kennard,J. Jackson Jr.,X. Tillman,D. Bane,V. Williams Jr.
M. Conley - R. Gobert - T. Brown Jr. - N. Reid - A. Edwards,MIN,4,14.121667,19.0,M. Conley,R. Gobert,T. Brown Jr.,N. Reid,A. Edwards
A. Burks - K. Knox II - J. Wiseman - K. Hayes - A. Thompson,DET,4,14.12,-4.0,A. Burks,K. Knox II,J. Wiseman,K. Hayes,A. Thompson
A. Burks - M. Muscala - M. Morris - K. Knox II - A. Thompson,DET,3,14.116667,-1.0,A. Burks,M. Muscala,M. Morris,K. Knox II,A. Thompson
S. Curry - K. Thompson - A. Wiggins - J. Kuminga - T. Jackson-Davis,GSW,5,14.116667,-12.0,S. Curry,K. Thompson,A. Wiggins,J. Kuminga,T. Jackson-Davis
H. Barnes - A. Len - D. Fox - M. Monk - C. Duarte,SAC,4,14.111667,-10.0,H. Barnes,A. Len,D. Fox,M. Monk,C. Duarte
K. Dunn - C. Sexton - L. Samanic - O. Yurtseven - S. Fontecchio,UTA,4,14.106667,14.0,K. Dunn,C. Sexton,L. Samanic,O. Yurtseven,S. Fontecchio
D. Lillard - J. Crowder - B. Portis - P. Connaughton - A. Green,MIL,7,14.1,7.0,D. Lillard,J. Crowder,B. Portis,P. Connaughton,A. Green
E. Gordon - B. Beal - C. Metu - J. Okogie - B. Bol,PHX,2,14.1,10.0,E. Gordon,B. Beal,C. Metu,J. Okogie,B. Bol
K. Lowry - K. Love - J. Butler - C. Martin - D. Robinson,MIA,5,14.09,15.0,K. Lowry,K. Love,J. Butler,C. Martin,D. Robinson
J. Clarkson - K. Dunn - T. Horton-Tucker - O. Yurtseven - J. Juzang,UTA,2,14.086667,-10.0,J. Clarkson,K. Dunn,T. Horton-Tucker,O. Yurtseven,J. Juzang
S. Dinwiddie - R. O'Neale - M. Bridges - D. Sharpe - C. Thomas,BKN,8,14.078333,1.0,S. Dinwiddie,R. O'Neale,M. Bridges,D. Sharpe,C. Thomas
T. McConnell - M. Turner - B. Brown - O. Toppin - A. Nesmith,IND,4,14.076667,0.0,T. McConnell,M. Turner,B. Brown,O. Toppin,A. Nesmith
L. Nance Jr. - Z. Williamson - T. Murphy III - J. Alvarado - D. Daniels,NOP,4,14.068333,-18.0,L. Nance Jr.,Z. Williamson,T. Murphy III,J. Alvarado,D. Daniels
S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - J. Williams,OKC,9,14.063333,-10.0,S. Gilgeous-Alexander,L. Dort,C. Holmgren,J. Williams,J. Williams
R. Westbrook - P. George - K. Leonard - N. Powell - D. Theis,LAC,9,14.05,13.0,R. Westbrook,P. George,K. Leonard,N. Powell,D. Theis
S. Curry - A. Wiggins - M. Moody - T. Jackson-Davis - B. Podziemski,GSW,5,14.05,10.0,S. Curry,A. Wiggins,M. Moody,T. Jackson-Davis,B. Podziemski
I. Smith - M. Bridges - N. Richards - B. Miller - L. Black,CHA,1,14.05,-3.0,I. Smith,M. Bridges,N. Richards,B. Miller,L. Black
B. Lopez - P. Beverley - D. Lillard - B. Portis - M. Beasley,MIL,4,14.05,-2.0,B. Lopez,P. Beverley,D. Lillard,B. Portis,M. Beasley
K. Irving - T. Hardaway Jr. - G. Williams - J. Green - D. Lively II,DAL,3,14.045,21.0,K. Irving,T. Hardaway Jr.,G. Williams,J. Green,D. Lively II
A. Horford - J. Holiday - J. Brown - J. Tatum - L. Kornet,BOS,1,14.033333,-6.0,A. Horford,J. Holiday,J. Brown,J. Tatum,L. Kornet
M. Brown - A. Hagans - D. Banton - J. Walker - R. Rupert,POR,3,14.033333,-17.0,M. Brown,A. Hagans,D. Banton,J. Walker,R. Rupert
R. Bullock Jr. - F. VanVleet - D. Brooks - J. Green - J. Smith Jr.,HOU,2,14.031667,-9.0,R. Bullock Jr.,F. VanVleet,D. Brooks,J. Green,J. Smith Jr.
T. Lyles - D. Sabonis - M. Monk - K. Huerter - K. Murray,SAC,4,14.015,12.0,T. Lyles,D. Sabonis,M. Monk,K. Huerter,K. Murray
K. Oubre Jr. - B. Hield - M. Bamba - T. Maxey - K. Martin,PHI,4,14.001667,2.0,K. Oubre Jr.,B. Hield,M. Bamba,T. Maxey,K. Martin
W. Carter Jr. - G. Bitadze - F. Wagner - J. Suggs - A. Black,ORL,1,14.0,0.0,W. Carter Jr.,G. Bitadze,F. Wagner,J. Suggs,A. Black
K. Love - C. Martin - D. Robinson - H. Highsmith - J. Jaquez Jr.,MIA,3,13.995,1.0,K. Love,C. Martin,D. Robinson,H. Highsmith,J. Jaquez Jr.
L. Nance Jr. - Z. Williamson - H. Jones - T. Murphy III - J. Hawkins,NOP,5,13.986667,-18.0,L. Nance Jr.,Z. Williamson,H. Jones,T. Murphy III,J. Hawkins
C. Sexton - T. Horton-Tucker - J. Juzang - M. Potter - W. Kessler,UTA,1,13.983333,-2.0,C. Sexton,T. Horton-Tucker,J. Juzang,M. Potter,W. Kessler
E. Fournier - T. Brown Jr. - S. Milton - J. Wiseman - M. Sasser,DET,3,13.983333,-19.0,E. Fournier,T. Brown Jr.,S. Milton,J. Wiseman,M. Sasser
R. Westbrook - P. George - N. Powell - A. Coffey - T. Mann,LAC,6,13.983333,-1.0,R. Westbrook,P. George,N. Powell,A. Coffey,T. Mann
T. Hardaway Jr. - P. Washington - L. Doncic - D. Gafford - J. Green,DAL,4,13.983333,-12.0,T. Hardaway Jr.,P. Washington,L. Doncic,D. Gafford,J. Green
K. Lowry - N. Batum - K. Oubre Jr. - B. Hield - P. Reed,PHI,4,13.971667,-4.0,K. Lowry,N. Batum,K. Oubre Jr.,B. Hield,P. Reed
M. Wagner - C. Anthony - J. Suggs - P. Banchero - C. Houstan,ORL,6,13.966667,-18.0,M. Wagner,C. Anthony,J. Suggs,P. Banchero,C. Houstan
J. Butler - T. Rozier - J. Richardson - B. Adebayo - H. Highsmith,MIA,1,13.966667,3.0,J. Butler,T. Rozier,J. Richardson,B. Adebayo,H. Highsmith
K. Kuzma - J. Poole - D. Avdija - A. Gill - C. Kispert,WAS,6,13.938333,-3.0,K. Kuzma,J. Poole,D. Avdija,A. Gill,C. Kispert
M. Conley - K. Anderson - N. Alexander-Walker - N. Reid - A. Edwards,MIN,6,13.938333,17.0,M. Conley,K. Anderson,N. Alexander-Walker,N. Reid,A. Edwards
D. Schroder - O. Porter Jr. - J. Poeltl - P. Siakam - S. Barnes,TOR,3,13.933333,-7.0,D. Schroder,O. Porter Jr.,J. Poeltl,P. Siakam,S. Barnes
D. Schröder - D. Finney-Smith - M. Bridges - N. Claxton - T. Watford,BKN,5,13.933333,-3.0,D. Schröder,D. Finney-Smith,M. Bridges,N. Claxton,T. Watford
P. Tucker - M. Plumlee - A. Coffey - B. Boston Jr. - B. Hyland,LAC,2,13.933333,-5.0,P. Tucker,M. Plumlee,A. Coffey,B. Boston Jr.,B. Hyland
L. Nance Jr. - Z. Williamson - T. Murphy III - D. Daniels - J. Hawkins,NOP,4,13.931667,5.0,L. Nance Jr.,Z. Williamson,T. Murphy III,D. Daniels,J. Hawkins
J. Green - F. VanVleet - J. Green - J. Tate - J. Smith Jr.,HOU,8,13.926667,-4.0,J. Green,F. VanVleet,J. Green,J. Tate,J. Smith Jr.
S. Curry - M. Bridges - C. Martin - N. Richards - T. Mann,CHA,1,13.916667,-6.0,S. Curry,M. Bridges,C. Martin,N. Richards,T. Mann
T. Jones - R. Holmes - K. Kuzma - J. Poole - B. Coulibaly,WAS,3,13.916667,-4.0,T. Jones,R. Holmes,K. Kuzma,J. Poole,B. Coulibaly
J. Butler - T. Bryant - C. Martin - D. Robinson - T. Herro,MIA,3,13.913333,-12.0,J. Butler,T. Bryant,C. Martin,D. Robinson,T. Herro
M. Turner - B. Hield - B. Brown - T. Haliburton - B. Mathurin,IND,5,13.906667,2.0,M. Turner,B. Hield,B. Brown,T. Haliburton,B. Mathurin
J. Butler - T. Bryant - C. Martin - H. Highsmith - J. Jaquez Jr.,MIA,5,13.905,13.0,J. Butler,T. Bryant,C. Martin,H. Highsmith,J. Jaquez Jr.
K. Anderson - J. McLaughlin - N. Alexander-Walker - A. Edwards - J. McDaniels,MIN,4,13.9,-2.0,K. Anderson,J. McLaughlin,N. Alexander-Walker,A. Edwards,J. McDaniels
T. McConnell - P. Siakam - A. Nesmith - J. Smith - B. Mathurin,IND,5,13.888333,-4.0,T. McConnell,P. Siakam,A. Nesmith,J. Smith,B. Mathurin
C. Paul - S. Curry - K. Thompson - D. Green - T. Jackson-Davis,GSW,3,13.883333,2.0,C. Paul,S. Curry,K. Thompson,D. Green,T. Jackson-Davis
S. Gilgeous-Alexander - L. Dort - I. Joe - J. Williams - O. Dieng,OKC,7,13.866667,10.0,S. Gilgeous-Alexander,L. Dort,I. Joe,J. Williams,O. Dieng
J. Grant - M. Thybulle - D. Banton - J. Walker - D. Reath,POR,3,13.866667,-2.0,J. Grant,M. Thybulle,D. Banton,J. Walker,D. Reath
K. Irving - T. Hardaway Jr. - D. Powell - D. Jones Jr. - J. Hardy,DAL,6,13.863333,0.0,K. Irving,T. Hardaway Jr.,D. Powell,D. Jones Jr.,J. Hardy
G. Hayward - T. Rozier - M. Bridges - N. Richards - B. McGowens,CHA,4,13.85,-10.0,G. Hayward,T. Rozier,M. Bridges,N. Richards,B. McGowens
B. Adebayo - C. Martin - D. Robinson - H. Highsmith - T. Herro,MIA,4,13.846667,1.0,B. Adebayo,C. Martin,D. Robinson,H. Highsmith,T. Herro
K. Irving - T. Hardaway Jr. - D. Powell - G. Williams - J. Hardy,DAL,6,13.846667,-2.0,K. Irving,T. Hardaway Jr.,D. Powell,G. Williams,J. Hardy
C. Metu - C. Cunningham - J. Duren - M. Sasser - T. Evbuomwan,DET,1,13.833333,-1.0,C. Metu,C. Cunningham,J. Duren,M. Sasser,T. Evbuomwan
N. Vucevic - A. Caruso - T. Craig - J. Carter - A. Dosunmu,CHI,5,13.818333,3.0,N. Vucevic,A. Caruso,T. Craig,J. Carter,A. Dosunmu
A. Horford - J. Tatum - N. Queta - P. Pritchard - S. Hauser,BOS,5,13.816667,-6.0,A. Horford,J. Tatum,N. Queta,P. Pritchard,S. Hauser
D. Schroder - M. Bridges - C. Thomas - J. Wilson - N. Clowney,BKN,1,13.816667,11.0,D. Schroder,M. Bridges,C. Thomas,J. Wilson,N. Clowney
J. Holiday - K. Porzingis - J. Tatum - P. Pritchard - S. Hauser,BOS,6,13.805,-4.0,J. Holiday,K. Porzingis,J. Tatum,P. Pritchard,S. Hauser
C. Cunningham - J. Ivey - J. Duren - M. Sasser - A. Thompson,DET,3,13.8,22.0,C. Cunningham,J. Ivey,J. Duren,M. Sasser,A. Thompson
K. Durant - E. Gordon - R. O'Neale - G. Allen - D. Eubanks,PHX,6,13.791667,-10.0,K. Durant,E. Gordon,R. O'Neale,G. Allen,D. Eubanks
K. Love - J. Butler - D. Robinson - H. Highsmith - J. Jaquez Jr.,MIA,2,13.791667,10.0,K. Love,J. Butler,D. Robinson,H. Highsmith,J. Jaquez Jr.
D. Smith Jr. - M. Bridges - L. Walker IV - D. Sharpe - J. Wilson,BKN,5,13.786667,-13.0,D. Smith Jr.,M. Bridges,L. Walker IV,D. Sharpe,J. Wilson
D. Graham - T. Jones - J. Champagnie - M. Branham - V. Wembanyama,SAS,2,13.771667,-7.0,D. Graham,T. Jones,J. Champagnie,M. Branham,V. Wembanyama
B. Bogdanovic - D. Murray - T. Young - S. Bey - J. Johnson,ATL,6,13.758333,6.0,B. Bogdanovic,D. Murray,T. Young,S. Bey,J. Johnson
D. Jones - S. Merrill - I. Mobley - E. Bates - C. Porter Jr.,CLE,3,13.75,-3.0,D. Jones,S. Merrill,I. Mobley,E. Bates,C. Porter Jr.
M. Morris Sr. - C. LeVert - G. Niang - J. Allen - S. Merrill,CLE,3,13.75,-2.0,M. Morris Sr.,C. LeVert,G. Niang,J. Allen,S. Merrill
T. Gibson - J. Randle - J. Hart - Q. Grimes - I. Quickley,NYK,5,13.746667,9.0,T. Gibson,J. Randle,J. Hart,Q. Grimes,I. Quickley
B. Beal - J. Nurkic - D. Booker - G. Allen - K. Bates-Diop,PHX,5,13.745,4.0,B. Beal,J. Nurkic,D. Booker,G. Allen,K. Bates-Diop
D. Schroder - D. Finney-Smith - M. Bridges - C. Johnson - C. Thomas,BKN,6,13.74,-11.0,D. Schroder,D. Finney-Smith,M. Bridges,C. Johnson,C. Thomas
A. Simons - D. Ayton - D. Banton - J. Walker - K. Murray,POR,4,13.736667,-12.0,A. Simons,D. Ayton,D. Banton,J. Walker,K. Murray
J. Grant - M. Thybulle - A. Hagans - D. Banton - J. Walker,POR,2,13.736667,6.0,J. Grant,M. Thybulle,A. Hagans,D. Banton,J. Walker
A. Len - T. Lyles - D. Fox - M. Monk - J. Toscano-Anderson,SAC,3,13.733333,7.0,A. Len,T. Lyles,D. Fox,M. Monk,J. Toscano-Anderson
K. Durant - E. Gordon - B. Beal - D. Booker - D. Eubanks,PHX,5,13.726667,1.0,K. Durant,E. Gordon,B. Beal,D. Booker,D. Eubanks
L. Kennard - J. Konchar - S. Aldama - J. Goodwin - T. Jemison,MEM,1,13.716667,-3.0,L. Kennard,J. Konchar,S. Aldama,J. Goodwin,T. Jemison
K. Lowry - N. Batum - T. Harris - K. Oubre Jr. - P. Reed,PHI,3,13.703333,2.0,K. Lowry,N. Batum,T. Harris,K. Oubre Jr.,P. Reed
T. McConnell - B. Hield - A. Nembhard - A. Nesmith - J. Smith,IND,3,13.7,-4.0,T. McConnell,B. Hield,A. Nembhard,A. Nesmith,J. Smith
T. McConnell - M. Turner - O. Toppin - T. Haliburton - B. Mathurin,IND,5,13.683333,22.0,T. McConnell,M. Turner,O. Toppin,T. Haliburton,B. Mathurin
J. Clarkson - J. Collins - C. Sexton - K. George - B. Sensabaugh,UTA,2,13.683333,-4.0,J. Clarkson,J. Collins,C. Sexton,K. George,B. Sensabaugh
T. Thompson - G. Niang - D. Garland - I. Okoro - S. Merrill,CLE,6,13.678333,-2.0,T. Thompson,G. Niang,D. Garland,I. Okoro,S. Merrill
M. Conley - R. Gobert - K. Anderson - K. Towns - N. Alexander-Walker,MIN,7,13.666667,-4.0,M. Conley,R. Gobert,K. Anderson,K. Towns,N. Alexander-Walker
C. Capela - B. Bogdanovic - T. Young - G. Mathews - V. Krejci,ATL,1,13.65,16.0,C. Capela,B. Bogdanovic,T. Young,G. Mathews,V. Krejci
M. Muscala - K. Hayes - J. Ivey - J. Duren - A. Thompson,DET,1,13.65,-4.0,M. Muscala,K. Hayes,J. Ivey,J. Duren,A. Thompson
T. Jones - S. Mamukelashvili - J. Champagnie - B. Wesley - V. Wembanyama,SAS,3,13.65,-7.0,T. Jones,S. Mamukelashvili,J. Champagnie,B. Wesley,V. Wembanyama
M. Wagner - C. Anthony - P. Banchero - C. Houstan - A. Black,ORL,6,13.635,-3.0,M. Wagner,C. Anthony,P. Banchero,C. Houstan,A. Black
C. Osman - D. Vassell - T. Jones - J. Sochan - V. Wembanyama,SAS,9,13.633333,0.0,C. Osman,D. Vassell,T. Jones,J. Sochan,V. Wembanyama
J. Harden - K. Leonard - N. Powell - A. Coffey - T. Mann,LAC,6,13.628333,7.0,J. Harden,K. Leonard,N. Powell,A. Coffey,T. Mann
R. Westbrook - J. Harden - P. George - M. Plumlee - N. Powell,LAC,4,13.613333,10.0,R. Westbrook,J. Harden,P. George,M. Plumlee,N. Powell
K. Durant - E. Gordon - J. Nurkic - D. Booker - R. O'Neale,PHX,4,13.6,12.0,K. Durant,E. Gordon,J. Nurkic,D. Booker,R. O'Neale
N. Marshall - M. Ryan - J. Robinson-Earl - J. Alvarado - J. Hawkins,NOP,3,13.6,8.0,N. Marshall,M. Ryan,J. Robinson-Earl,J. Alvarado,J. Hawkins
S. Dinwiddie - R. O'Neale - M. Bridges - L. Walker IV - D. Sharpe,BKN,5,13.593333,11.0,S. Dinwiddie,R. O'Neale,M. Bridges,L. Walker IV,D. Sharpe
N. Batum - T. Harris - K. Oubre Jr. - B. Hield - T. Maxey,PHI,5,13.585,-11.0,N. Batum,T. Harris,K. Oubre Jr.,B. Hield,T. Maxey
L. Nance Jr. - B. Ingram - H. Jones - T. Murphy III - J. Alvarado,NOP,10,13.583333,-4.0,L. Nance Jr.,B. Ingram,H. Jones,T. Murphy III,J. Alvarado
L. Kennard - D. Roddy - J. Gilyard - G. Jackson - T. Evbuomwan,MEM,1,13.583333,-11.0,L. Kennard,D. Roddy,J. Gilyard,G. Jackson,T. Evbuomwan
M. Wagner - C. Anthony - F. Wagner - P. Banchero - A. Black,ORL,10,13.578333,3.0,M. Wagner,C. Anthony,F. Wagner,P. Banchero,A. Black
J. Valanciunas - B. Ingram - N. Marshall - D. Daniels - J. Hawkins,NOP,6,13.575,5.0,J. Valanciunas,B. Ingram,N. Marshall,D. Daniels,J. Hawkins
A. Davis - S. Dinwiddie - D. Russell - T. Prince - J. Hayes,LAL,4,13.558333,7.0,A. Davis,S. Dinwiddie,D. Russell,T. Prince,J. Hayes
L. Kennard - J. Jackson Jr. - J. Konchar - D. Roddy - V. Williams Jr.,MEM,2,13.55,0.0,L. Kennard,J. Jackson Jr.,J. Konchar,D. Roddy,V. Williams Jr.
I. Smith - C. Martin - P. Washington - N. Richards - B. Miller,CHA,3,13.533333,-9.0,I. Smith,C. Martin,P. Washington,N. Richards,B. Miller
H. Barnes - T. Lyles - D. Fox - M. Monk - K. Edwards,SAC,5,13.523333,7.0,H. Barnes,T. Lyles,D. Fox,M. Monk,K. Edwards
J. Grant - A. Simons - M. Thybulle - J. Walker - K. Murray,POR,3,13.523333,-3.0,J. Grant,A. Simons,M. Thybulle,J. Walker,K. Murray
G. Harris - W. Carter Jr. - F. Wagner - J. Suggs - C. Houstan,ORL,2,13.516667,15.0,G. Harris,W. Carter Jr.,F. Wagner,J. Suggs,C. Houstan
J. McGee - M. Monk - A. Vezenkov - C. Duarte - C. Jones,SAC,2,13.508333,3.0,J. McGee,M. Monk,A. Vezenkov,C. Duarte,C. Jones
S. Dinwiddie - R. O'Neale - D. Finney-Smith - M. Bridges - L. Walker IV,BKN,4,13.5,10.0,S. Dinwiddie,R. O'Neale,D. Finney-Smith,M. Bridges,L. Walker IV
T. Harris - K. Oubre Jr. - M. Bamba - D. Melton - T. Maxey,PHI,1,13.5,-1.0,T. Harris,K. Oubre Jr.,M. Bamba,D. Melton,T. Maxey
K. Durant - G. Allen - J. Okogie - D. Eubanks - J. Goodwin,PHX,6,13.491667,7.0,K. Durant,G. Allen,J. Okogie,D. Eubanks,J. Goodwin
E. Fournier - C. Metu - J. Wiseman - J. Ivey - M. Sasser,DET,3,13.485,5.0,E. Fournier,C. Metu,J. Wiseman,J. Ivey,M. Sasser
J. Grant - M. Brogdon - A. Simons - D. Ayton - S. Sharpe,POR,2,13.485,2.0,J. Grant,M. Brogdon,A. Simons,D. Ayton,S. Sharpe
J. Grant - A. Simons - M. Thybulle - J. Walker - T. Camara,POR,1,13.466667,9.0,J. Grant,A. Simons,M. Thybulle,J. Walker,T. Camara
B. Bogdanovic - D. DiVincenzo - P. Achiuwa - M. McBride - J. Sims,NYK,3,13.465,7.0,B. Bogdanovic,D. DiVincenzo,P. Achiuwa,M. McBride,J. Sims
J. Randle - J. Hart - J. Brunson - Q. Grimes - P. Achiuwa,NYK,7,13.461667,-1.0,J. Randle,J. Hart,J. Brunson,Q. Grimes,P. Achiuwa
L. Nance Jr. - B. Ingram - T. Murphy III - D. Daniels - J. Hawkins,NOP,4,13.433333,4.0,L. Nance Jr.,B. Ingram,T. Murphy III,D. Daniels,J. Hawkins
L. Samanic - K. Lewis Jr. - O. Yurtseven - T. Hendricks - B. Sensabaugh,UTA,3,13.433333,-8.0,L. Samanic,K. Lewis Jr.,O. Yurtseven,T. Hendricks,B. Sensabaugh
C. Boucher - G. Trent Jr. - M. Flynn - S. Barnes - G. Dick,TOR,3,13.428333,-14.0,C. Boucher,G. Trent Jr.,M. Flynn,S. Barnes,G. Dick
K. Lowry - J. Richardson - T. Bryant - H. Highsmith - J. Jaquez Jr.,MIA,1,13.416667,-17.0,K. Lowry,J. Richardson,T. Bryant,H. Highsmith,J. Jaquez Jr.
D. Mitchell - J. Allen - M. Strus - D. Wade - S. Merrill,CLE,4,13.408333,-6.0,D. Mitchell,J. Allen,M. Strus,D. Wade,S. Merrill
K. Love - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,3,13.406667,5.0,K. Love,B. Adebayo,H. Highsmith,T. Herro,J. Jaquez Jr.
B. Biyombo - M. Smart - J. Jackson Jr. - D. Bane - V. Williams Jr.,MEM,3,13.4,-13.0,B. Biyombo,M. Smart,J. Jackson Jr.,D. Bane,V. Williams Jr.
B. Bogdanovic - D. Murray - B. Fernando - T. Young - D. Hunter,ATL,1,13.4,-27.0,B. Bogdanovic,D. Murray,B. Fernando,T. Young,D. Hunter
D. DeRozan - A. Drummond - T. Craig - P. Williams - A. Dosunmu,CHI,6,13.4,-3.0,D. DeRozan,A. Drummond,T. Craig,P. Williams,A. Dosunmu
J. Clarkson - J. Collins - C. Sexton - T. Hendricks - K. George,UTA,5,13.4,-18.0,J. Clarkson,J. Collins,C. Sexton,T. Hendricks,K. George
M. Turner - B. Hield - B. Brown - A. Nembhard - J. Smith,IND,2,13.396667,-1.0,M. Turner,B. Hield,B. Brown,A. Nembhard,J. Smith
A. Len - T. Lyles - D. Fox - D. Mitchell - K. Murray,SAC,6,13.395,13.0,A. Len,T. Lyles,D. Fox,D. Mitchell,K. Murray
C. Zeller - K. Lewis Jr. - M. Ryan - J. Robinson-Earl - D. Seabron,NOP,3,13.366667,11.0,C. Zeller,K. Lewis Jr.,M. Ryan,J. Robinson-Earl,D. Seabron
T. Gibson - J. Randle - J. Brunson - D. DiVincenzo - R. Barrett,NYK,4,13.341667,2.0,T. Gibson,J. Randle,J. Brunson,D. DiVincenzo,R. Barrett
J. Jackson Jr. - L. Stevens - J. Goodwin - J. LaRavia - G. Jackson,MEM,2,13.338333,15.0,J. Jackson Jr.,L. Stevens,J. Goodwin,J. LaRavia,G. Jackson
L. Kennard - X. Tillman - V. Williams Jr. - J. Gilyard - G. Jackson,MEM,2,13.335,22.0,L. Kennard,X. Tillman,V. Williams Jr.,J. Gilyard,G. Jackson
S. Dinwiddie - R. O'Neale - D. Smith Jr. - M. Bridges - C. Thomas,BKN,4,13.33,-2.0,S. Dinwiddie,R. O'Neale,D. Smith Jr.,M. Bridges,C. Thomas
A. Simons - K. Murray - J. Minaya - R. Rupert - D. Reath,POR,2,13.326667,-2.0,A. Simons,K. Murray,J. Minaya,R. Rupert,D. Reath
D. McDermott - C. Osman - K. Johnson - M. Branham - V. Wembanyama,SAS,4,13.308333,-7.0,D. McDermott,C. Osman,K. Johnson,M. Branham,V. Wembanyama
C. Osman - Z. Collins - D. Vassell - M. Branham - J. Sochan,SAS,9,13.3,-20.0,C. Osman,Z. Collins,D. Vassell,M. Branham,J. Sochan
S. Curry - D. Green - A. Wiggins - T. Jackson-Davis - B. Podziemski,GSW,6,13.3,-2.0,S. Curry,D. Green,A. Wiggins,T. Jackson-Davis,B. Podziemski
D. Rose - L. Kennard - V. Williams Jr. - G. Jackson - T. Jemison,MEM,2,13.283333,-1.0,D. Rose,L. Kennard,V. Williams Jr.,G. Jackson,T. Jemison
J. Grant - M. Brogdon - M. Brown - S. Henderson - T. Camara,POR,2,13.283333,-8.0,J. Grant,M. Brogdon,M. Brown,S. Henderson,T. Camara
G. Hayward - I. Smith - M. Bridges - N. Richards - B. McGowens,CHA,4,13.266667,-10.0,G. Hayward,I. Smith,M. Bridges,N. Richards,B. McGowens
R. O'Neale - D. Finney-Smith - D. Smith Jr. - L. Walker IV - C. Thomas,BKN,6,13.266667,4.0,R. O'Neale,D. Finney-Smith,D. Smith Jr.,L. Walker IV,C. Thomas
T. Rozier - B. Adebayo - C. Martin - H. Highsmith - J. Jaquez Jr.,MIA,6,13.258333,0.0,T. Rozier,B. Adebayo,C. Martin,H. Highsmith,J. Jaquez Jr.
T. Rozier - B. Adebayo - C. Martin - H. Highsmith - N. Jovic,MIA,3,13.233333,-8.0,T. Rozier,B. Adebayo,C. Martin,H. Highsmith,N. Jovic
N. Batum - B. Hield - T. Maxey - P. Reed - K. Martin,PHI,5,13.23,21.0,N. Batum,B. Hield,T. Maxey,P. Reed,K. Martin
K. Love - J. Butler - B. Adebayo - C. Martin - T. Herro,MIA,2,13.216667,0.0,K. Love,J. Butler,B. Adebayo,C. Martin,T. Herro
T. McConnell - O. Toppin - A. Nesmith - I. Jackson - B. Sheppard,IND,5,13.216667,4.0,T. McConnell,O. Toppin,A. Nesmith,I. Jackson,B. Sheppard
G. Hayward - I. Smith - P. Washington - M. Williams - B. McGowens,CHA,2,13.216667,-2.0,G. Hayward,I. Smith,P. Washington,M. Williams,B. McGowens
D. Powell - B. Williams - A. Lawson - J. Hardy - O. Prosper,DAL,4,13.205,-2.0,D. Powell,B. Williams,A. Lawson,J. Hardy,O. Prosper
A. Simons - S. Henderson - J. Walker - T. Camara - D. Reath,POR,3,13.2,-7.0,A. Simons,S. Henderson,J. Walker,T. Camara,D. Reath
D. Murray - B. Fernando - D. Hunter - G. Mathews - J. Johnson,ATL,8,13.2,-13.0,D. Murray,B. Fernando,D. Hunter,G. Mathews,J. Johnson
E. Gordon - B. Beal - D. Booker - D. Eubanks - B. Bol,PHX,3,13.195,9.0,E. Gordon,B. Beal,D. Booker,D. Eubanks,B. Bol
